0;57700694;
1;57700694;
2;57700694;
3;57700694;
4;57700694;
5;57699616;
6;57699616;
7;57699616;
8;57701380;
9;57701380;
10;57705072;
11;57705146;
12;57704582;
13;57706458;
14;57706458;
15;57706458;
16;57706464;
17;57706464;
18;57706464;
19;57706464;
20;57706398;
21;57706398;
22;57706398;
23;57706398;
24;57706398;
25;57706398;
26;57707518;
27;57707518;
28;57707664;
29;57707544;
30;57707652;
31;57707652;
32;57708598;
33;57708664;
34;57708664;
35;57708664;
36;57708664;
37;57708664;
38;57708664;
39;57708652;
40;57726932;
41;57726932;
42;57726932;
43;57726824;
44;57832684;
45;57832700;
46;57833004;
47;57833004;
48;57833004;
49;57833004;
50;57833004;
51;57838170;
52;57838170;
53;57838170;
54;57838170;
55;57848778;
56;57847626;
57;57847632;
58;57847584;
59;57941148;
60;57941148;
61;57941148;
62;57941148;
63;57941148;
64;57941148;
65;57941148;
66;57941186;
67;57941186;
68;57940978;
69;57940978;
70;57941082;
71;57941322;
72;57941322;
73;57941322;
74;57953442;
75;57953442;
76;57953442;
77;58400658;
78;58401688;
79;58403930;
80;58403930;
81;58403930;
82;58403930;
83;58403930;
84;58401188;
85;58401188;
86;58401296;
87;58401296;
88;58401296;
89;58400792;
90;58400792;
91;58400792;
92;58404712;
93;58407454;
94;58406788;
95;58406788;
96;58406788;
97;58406788;
98;58406788;
99;58406788;
100;58406788;
101;58406788;
102;58406788;
103;58406788;
104;58415918;
105;58415918;
106;58414334;
107;58414566;
108;58414566;
109;58415302;
110;58415302;
111;58415302;
112;58448894;
113;58448110;
114;58448174;
115;58447824;
116;58447824;
117;58455964;
118;58455964;
119;58456168;
120;58456208;
121;58456124;
122;58456124;
123;58452516;
124;58452296;
125;58452916;
126;58452916;
127;58452916;
128;58462168;
129;58462528;
130;58462528;
131;58462528;
132;58461808;
133;58461898;
134;58461898;
135;58461898;
136;58461898;
137;58461898;
138;58461898;
139;58461898;
140;58461818;
141;58461818;
142;58461818;
143;58461884;
144;58462676;
145;58520490;
146;58569900;
147;58572600;
148;58573662;
149;58573662;
150;58573670;
151;58573670;
152;58573670;
153;59067366;
154;59068238;
155;59068238;
156;59068242;
157;59068242;
158;59068370;
159;59068530;
160;59067210;
161;59067210;
162;59067140;
163;59067860;
164;59066564;
165;59066564;
166;59066564;
167;59067674;
168;59075462;
169;59073824;
170;59073684;
171;59073684;
172;59073628;
173;59073628;
174;59073268;
175;59070538;
176;59070538;
177;59070538;
178;59070538;
179;59070538;
180;59070538;
181;59071150;
182;59071150;
183;59071150;
184;59072976;
185;59072472;
186;59072472;
187;59072472;
188;59072472;
189;59072472;
190;59072472;
191;59072472;
192;59069534;
193;59069534;
194;59070542;
195;59071262;
196;59070872;
197;59070872;
198;59070872;
199;59070862;
200;59073722;
201;59071802;
202;59071802;
203;59071802;
204;59071802;
205;59092778;
206;59092778;
207;59092778;
208;59092778;
209;59092792;
210;59092792;
211;59092792;
212;59092792;
213;59092792;
214;59092792;
215;59094178;
216;59094178;
217;59093898;
218;59093898;
219;59093898;
220;59093898;
221;59093898;
222;59093898;
223;59093898;
224;59093898;
225;59093898;
226;59093898;
227;59093898;
228;59094108;
229;59094108;
230;59094108;
231;59094028;
232;59094028;
233;59094028;
234;59094028;
235;59094016;
236;59091976;
237;59091976;
238;59086526;
239;59086526;
240;59083904;
241;59083160;
242;59085472;
243;59084296;
244;59084296;
245;59084264;
246;59084264;
247;59084078;
248;59084078;
249;59084814;
250;59084814;
251;59084358;
252;59084358;
253;59083934;
254;59083934;
255;59083934;
256;59083934;
257;59087614;
258;59087534;
259;59087534;
260;59087534;
261;59086954;
262;59087906;
263;59088614;
264;59088094;
265;59088060;
266;59088072;
267;59088072;
268;59088062;
269;59088706;
270;59088706;
271;59088706;
272;59089148;
273;59089140;
274;59089140;
275;59089140;
276;59089084;
277;59089084;
278;59089084;
279;59089084;
280;59089084;
281;59089084;
282;59089084;
283;59088704;
284;59087834;
285;59087392;
286;59087392;
287;59087392;
288;59087392;
289;59087392;
290;59087164;
291;59086468;
292;59086468;
293;59086884;
294;59086884;
295;59084964;
296;59088954;
297;59088954;
298;59090088;
299;59090088;
300;59090326;
301;59090326;
302;59090326;
303;59089598;
